iter	Passed	Remaining
595	4046	2742
596	4058	2739
597	4068	2735
598	4077	2729
599	4086	2724
600	4096	2719
601	4108	2716
602	4117	2710
603	4125	2705
604	4136	2700
605	4147	2696
606	4155	2690
607	4164	2685
608	4172	2679
609	4184	2675
610	4194	2670
611	4202	2664
612	4212	2659
613	4221	2653
614	4231	2649
615	4241	2643
616	4251	2639
617	4260	2633
618	4269	2627
619	4279	2622
620	4287	2616
621	4297	2611
622	4308	2606
623	4319	2602
624	4329	2597
625	4340	2593
626	4350	2587
627	4361	2583
628	4370	2578
629	4380	2572
630	4390	2567
631	4400	2562
632	4411	2557
633	4421	2552
634	4431	2547
635	4441	2542
636	4450	2536
637	4460	2530
638	4469	2525
639	4480	2520
640	4490	2514
641	4500	2509
642	4510	2504
643	4520	2498
644	4530	2493
645	4540	2488
646	4549	2481
647	4558	2476
648	4569	2471
649	4578	2465
650	4591	2461
651	4600	2455
652	4609	2449
653	4619	2444
654	4629	2438
655	4639	2432
656	4646	2426
657	4656	2420
658	4667	2415
659	4676	2409
660	4686	2403
661	4695	2397
662	4706	2392
663	4717	2386
664	4727	2381
665	4737	2375
666	4747	2370
667	4755	2363
668	4765	2358
669	4773	2351
670	4782	2344
671	4792	2339
672	4801	2333
673	4809	2326
674	4818	2319
675	4828	2314
676	4837	2307
677	4847	2302
678	4855	2295
679	4865	2289
680	4875	2283
681	4884	2277
682	4892	2270
683	4902	2264
684	4910	2258
685	4921	2252
686	4930	2246
687	4938	2239
688	4949	2234
689	4959	2228
690	4970	2222
691	4979	2216
692	4990	2210
693	4999	2204
694	5012	2199
695	5021	2193
696	5031	2187
697	5040	2181
698	5051	2175
699	5067	2171
700	5077	2165
701	5086	2159
702	5097	2153
703	5106	2146
704	5116	2140
705	5125	2134
706	5134	2128
707	5146	2122
708	5155	2115
709	5164	2109
710	5172	2102
711	5185	2097
712	5198	2092
713	5209	2086
714	5219	2080
715	5230	2074
716	5242	2069
717	5254	2063
718	5265	2057
719	5278	2052
720	5293	2048
721	5308	2044
722	5323	2039
723	5336	2034
724	5355	2031
725	5369	2026
726	5380	2020
727	5395	2015
728	5410	2011
729	5425	2006
730	5439	2001
731	5451	1995
732	5463	1990
733	5478	1985
734	5490	1979
735	5503	1973
736	5518	1969
737	5530	1963
738	5541	1957
739	5553	1951
740	5568	1946
741	5578	1939
742	5589	1933
743	5599	1926
744	5610	1920
745	5620	1913
746	5633	1907
747	5645	1902
748	5657	1895
749	5673	1891
750	5690	1886
751	5705	1881
752	5721	1876
753	5734	1870
754	5744	1864
755	5756	1858
756	5767	1851
757	5779	1845
758	5788	1838
759	5797	1830
760	5808	1824
761	5817	1816
762	5828	1810
763	5838	1803
764	5848	1796
765	5858	1789
766	5867	1782
767	5877	1775
768	5887	1768
769	5897	1761
770	5908	1755
771	5919	1748
772	5930	1741
773	5940	1734
774	5951	1727
775	5963	1721
776	5973	1714
777	5985	1707
778	5999	1702
779	6011	1695
780	6021	1688
781	6035	1682
782	6047	1675
783	6066	1671
784	6079	1665
785	6088	1657
786	6099	1650
787	6111	1644
788	6121	1637
789	6131	1629
790	6142	1622
791	6152	1615
792	6163	1608
793	6175	1602
794	6186	1595
795	6194	1587
796	6203	1580
797	6213	1572
798	6225	1566
799	6236	1559
800	6247	1552
801	6258	1545
802	6269	1537
803	6282	1531
804	6301	1526
805	6316	1520
806	6325	1512
807	6335	1505
808	6344	1497
809	6354	1490
810	6365	1483
811	6374	1475
812	6386	1468
813	6394	1461
814	6403	1453
815	6414	1446
816	6426	1439
817	6438	1432
818	6449	1425
819	6460	1418
820	6473	1411
821	6487	1404
822	6497	1397
823	6507	1389
824	6515	1382
825	6525	1374
826	6533	1366
827	6543	1359
828	6554	1352
829	6568	1345
830	6580	1338
831	6590	1330
832	6598	1322
833	6609	1315
834	6617	1307
835	6629	1300
836	6640	1293
837	6650	1285
838	6662	1278
839	6672	1271
840	6684	1263
841	6694	1256
842	6705	1248
843	6716	1241
844	6726	1233
845	6735	1226
846	6748	1218
847	6757	1211
848	6770	1204
849	6780	1196
850	6793	1189
851	6809	1182
852	6824	1176
853	6841	1169
854	6856	1162
855	6868	1155
856	6876	1147
857	6889	1140
858	6899	1132
859	6911	1125
860	6922	1117
861	6932	1109
862	6942	1102
863	6954	1094
864	6963	1086
865	6972	1078
866	6984	1071
867	6994	1063
868	7005	1056
869	7018	1048
870	7028	1040
871	7038	1033
872	7049	1025
873	7060	1017
874	7072	1010
875	7083	1002
876	7094	994
877	7105	987
878	7117	979
879	7127	971
880	7136	963
881	7148	956
882	7158	948
883	7167	940
884	7180	933
885	7191	925
886	7200	917
887	7210	909
888	7221	901
889	7231	893
890	7244	886
891	7258	878
892	7269	871
893	7279	863
894	7287	854
895	7299	847
896	7308	839
897	7318	831
898	7330	823
899	7340	815
900	7352	807
901	7363	799
902	7372	791
903	7383	784
904	7395	776
905	7405	768
906	7416	760
907	7428	752
908	7441	745
909	7452	737
910	7464	729
911	7481	721
912	7495	714
913	7510	706
914	7526	699
915	7541	691
916	7555	683
917	7567	676
918	7584	668
919	7597	660
920	7609	652
921	7620	644
922	7630	636
923	7643	628
924	7656	620
925	7667	612
926	7679	604
927	7692	596
928	7703	588
929	7718	580
930	7730	572
931	7742	564
932	7751	556
933	7770	549
934	7781	540
935	7796	533
936	7808	525
937	7820	516
938	7830	508
939	7842	500
940	7851	492
941	7861	484
942	7873	475
943	7886	467
944	7896	459
945	7908	451
946	7919	443
947	7931	435
948	7944	426
949	7956	418
950	7968	410
951	7980	402
952	7995	394
953	8011	386
954	8029	378
955	8043	370
956	8057	362
957	8072	353
958	8086	345
959	8098	337
960	8109	329
961	8123	320
962	8135	312
963	8149	304
964	8160	295
965	8172	287
966	8183	279
967	8198	271
968	8211	262
969	8223	254
970	8239	246
971	8250	237
972	8268	229
973	8288	221
974	8303	212
975	8317	204
976	8332	196
977	8346	187
978	8362	179
979	8376	170
980	8387	162
981	8403	154
982	8413	145
983	8421	136
984	8430	128
985	8438	119
986	8446	111
987	8460	102
988	8475	94
989	8490	85
990	8507	77
991	8518	68
992	8530	60
993	8543	51
994	8552	42
995	8565	34
996	8575	25
997	8584	17
998	8594	8
999	8603	0
